Q36b,Q37b,Q38b,QRID,Q39b,Q5,Q6,country,Q15a,Q15b
Yes,Yes,,15093994,Yes,Oppose,Legal in most cases,Switzerland,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15094010,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15094029,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15094065,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15094079,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15094085,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,Yes,,15094118,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,No,,15094128,Yes,Don't know (DO NOT READ),Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15094139,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15094144,No,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15094169,,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15094219,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15094223,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15094224,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,15094243,,Favor,Legal in all cases,Switzerland,Once or twice a month,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15094282,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15094333,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15094385,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15094388,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15094391,,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,,Yes,15094400,Yes,Strongly oppose,Illegal in all cases,Switzerland,,Never
Yes,Yes,,15094443,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,No,Yes,15094455,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15094463,Yes,Favor,Legal in most cases,Switzerland,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15094536,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15094548,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15094558,Yes,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15094573,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15094587,,Oppose,Legal in most cases,Switzerland,Seldom,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15094629,Yes,Strongly favor,Legal in all cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15094654,,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,No,,15094662,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15094667,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15094677,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15094699,,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15094713,Yes,Oppose,Illegal in most cases,Switzerland,Never,
Yes,Yes,Yes,15094720,,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15094746,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15094776,Yes,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15094783,Yes,Favor,Illegal in most cases,Switzerland,Seldom,
Yes,Yes,,15094805,Yes,Favor,Legal in most cases,Switzerland,Never,
No,Yes,,15094821,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,No,Yes,15094839,Yes,Favor,Illegal in most cases,Switzerland,Never,
No,No,,15094847,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,No,,15094855,Yes,Oppose,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15094861,Yes,Strongly oppose,Illegal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15094881,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15094890,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15094930,,Strongly favor,Legal in most cases,Switzerland,A few times a year,
No,Yes,,15095030,Yes,Oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15095113,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15095120,Yes,Favor,Legal in most cases,Switzerland,More than once a week,
Yes,Yes,Yes,15095133,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15095156,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15095189,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,,Yes,15095190,Yes,Strongly oppose,Illegal in all cases,Switzerland,,Once a week for Friday Prayer
Yes,Yes,Yes,15095240,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15095286,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15095301,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15095303,,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,Yes,15095305,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15095389,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15095391,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15095405,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,,15095425,Yes,Strongly oppose,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15095429,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15095455,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15095476,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15095490,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Don't know (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15095499,Yes,Favor,Legal in all cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15095514,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15095543,,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15095559,Yes,Strongly favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15095566,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15095572,No,Favor,Legal in most cases,Switzerland,A few times a year,
Other / Both / Neither / Depends (DO NOT READ),Yes,Yes,15095582,,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15095588,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,Yes,15095597,Yes,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,Yes,15095621,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15095632,,Oppose,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15095692,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,No,,15095694,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
No,No,Yes,15095704,,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15095721,,Favor,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15095762,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,Yes,15095770,,Strongly favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15095774,No,Favor,Legal in all cases,Switzerland,More than once a week,
Yes,No,,15095793,Yes,Strongly favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15095872,Yes,Strongly favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15095903,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15095926,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15095940,,Strongly favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15095956,Yes,Oppose,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15095979,Yes,Oppose,Illegal in all cases,Switzerland,Once a week,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15095993,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15095997,,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15095999,Yes,Strongly oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096056,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096098,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15096110,Other / Both / Neither / Depends (DO NOT READ),Favor,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15096114,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096120,,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096133,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15096159,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096163,Yes,Oppose,Illegal in most cases,Switzerland,Never,
No,No,,15096177,Yes,Favor,Legal in all cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15096202,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096230,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096235,Yes,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096236,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096265,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15096271,,Oppose,Legal in most cases,Switzerland,A few times a year,
Yes,No,,15096304,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,15096397,,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15096420,Yes,Oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096425,Yes,Oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15096440,Yes,Strongly oppose,Illegal in most cases,Switzerland,Once a week,
Yes,Yes,,15096470,Yes,Favor,Legal in all cases,Switzerland,Once or twice a month,
No,No,Yes,15096471,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096487,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15096493,,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15096503,Yes,Favor,Legal in most cases,Switzerland,Seldom,
,Yes,Yes,15096518,Yes,Oppose,Illegal in most cases,Switzerland,Once a week,
Yes,Yes,,15096557,Other / Both / Neither / Depends (DO NOT READ),Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15096607,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096617,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15096624,Yes,Strongly favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15096632,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15096635,,Oppose,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15096638,Yes,Strongly favor,Illegal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15096664,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096667,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15096669,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15096704,Yes,Oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15096710,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15096713,,Favor,Legal in all cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15096720,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096750,,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096752,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Don't know (DO NOT READ),Yes,15096769,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Don't know (DO NOT READ),No,,15096773,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,Yes,,15096778,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15096781,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,,15096782,Yes,Oppose,Illegal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15096787,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096792,,Favor,Legal in all cases,Switzerland,Once or twice a month,
Yes,Yes,,15096795,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15096796,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096797,,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15096801,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15096833,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15096848,Yes,Oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15096868,,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15096890,,Strongly favor,Legal in most cases,Switzerland,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15096912,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15096959,No,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15096967,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15096976,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15097045,,Favor,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15097074,Yes,Strongly favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15097081,Yes,Strongly favor,Don't know (DO NOT READ),Switzerland,Never,
Yes,Yes,,15097094,Yes,Oppose,Illegal in all cases,Switzerland,Once a week,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,15097108,,Strongly favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15097113,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,15097123,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15097131,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15097147,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15097149,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15097171,Yes,Oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15097174,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
No,No,,15097179,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15097224,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15097257,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15097268,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
No,Yes,,15097283,Yes,Strongly oppose,Illegal in all cases,Switzerland,Once a week,
Yes,No,,15097304,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15097312,,Don't know (DO NOT READ),Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15097335,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15097342,Yes,Strongly favor,Legal in all cases,Switzerland,Seldom,
Yes,No,,15097347,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15097348,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15097354,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15097369,Yes,Strongly favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15097370,Yes,Favor,Legal in most cases,Switzerland,More than once a week,
Yes,Yes,,15097401,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,No,Yes,15097409,,Oppose,Illegal in all cases,Switzerland,Once or twice a month,
Yes,Yes,,15097415,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15097417,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15097419,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15097447,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15097458,,Strongly oppose,Illegal in all cases,Switzerland,Once a week,
Yes,Yes,,15097459,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,No,Yes,15097467,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Don't know (DO NOT READ),,15097475,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Don't know (DO NOT READ),,15097486,Yes,Strongly oppose,Illegal in most cases,Switzerland,Once or twice a month,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15097571,,Don't know (DO NOT READ),Don't know (DO NOT READ),Switzerland,Once or twice a month,
Yes,Yes,Yes,15097572,,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15097584,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15097588,,Oppose,Illegal in all cases,Switzerland,Seldom,
Yes,Yes,,15097600,No,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15097605,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Don't know (DO NOT READ),No,Yes,15097628,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15097648,Yes,Favor,Legal in most cases,Switzerland,Seldom,
No,No,,15097662,Yes,Strongly oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,,15097710,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15097743,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15097744,,Strongly favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15097745,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15097777,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15097788,Yes,Favor,Legal in most cases,Switzerland,Never,
No,No,Yes,15097800,Yes,Oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15097809,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15097878,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,Yes,15097920,,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15097943,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15097956,Yes,Oppose,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15097960,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,,Yes,15097964,Yes,Oppose,Illegal in most cases,Switzerland,,Once a week for Friday Prayer
Yes,Yes,Yes,15098043,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15098045,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,No,,15098050,No,Strongly favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15098068,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Don't know (DO NOT READ),,15098097,Yes,Favor,Don't know (DO NOT READ),Switzerland,Seldom,
No,No,Yes,15098101,Yes,Strongly oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15098103,Yes,Favor,Legal in most cases,Switzerland,Never,
No,Yes,,15098109,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15098111,Yes,Strongly favor,Illegal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15098123,,Strongly oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15098137,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15098161,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15098175,Yes,Oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,,15098177,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Don't know (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15098198,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15098209,Yes,Favor,Don't know (DO NOT READ),Switzerland,A few times a year,
Yes,No,Yes,15098241,,Favor,Legal in most cases,Switzerland,Once or twice a month,
No,No,Yes,15098253,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15098257,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,15098266,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15098270,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,No,Yes,15098287,,Favor,Legal in most cases,Switzerland,Once or twice a month,
No,Other / Both / Neither / Depends (DO NOT READ),,15098290,Yes,Favor,Legal in all cases,Switzerland,Seldom,
